filepath,transcription_clean,prediction
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1066s0.wav,shirt,sere
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106720.wav,snake,sneak
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1064q0.wav,edgar does not have a job,an gerd does not have a job
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106500.wav,the flood took a car down the street,te flun tok apart down the striekt
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1068m0.wav,wiseguy,wise jiy
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1062s0.wav,nine nine six nine six one zero,nine nine six nine six one zero
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1067n0.wav,tab,he
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106580.wav,his car thundered down the road,his car thundered down the road
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1064y0.wav,your shadow always follows you,you ar shadow always follows you
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106760.wav,spoons,tos
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1063j0.wav,real,real
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1067i0.wav,subtract,so cans
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1068h0.wav,warmth,wance
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1064t0.wav,turn the volume on the radio down,turned the lolue of the radiu down
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1062r0.wav,two six four zero two four six,two sakes fours year two four six
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1064p0.wav,the angry chef cooked his vegetables,ther engris shet cuch cood is mitched o
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1064x0.wav,knights don't get scared of dragons,nigt donted scared of drackons
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106570.wav,don't make the same mistakes twice,don't make the same ristakes towice
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1062j0.wav,nine,in
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1060l0.wav,chalk,che
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1061k0.wav,handshake,angyk
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1063o0.wav,rugby,rin b
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1064n0.wav,the briefcase is open now,the brief caste is open now
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1060b0.wav,beyond,peel and
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1061a0.wav,explosion,ieplosion
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1067s0.wav,thatch,whath
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106820.wav,trauma,twel
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106550.wav,the herd became angry and started a stampede,there heard became angry and stratted as ham preat
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1068r0.wav,yankee,yankie
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1061u0.wav,imagery,and eject
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106240.wav,loyal,laer
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1060v0.wav,cross,coras
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106150.wav,eight,ainht
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1064r0.wav,you can save water in your bathtub,you can save water in yheur back tub
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106510.wav,it can only be a good circus with elephants,it can only be a good sircis for with elephants
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106330.wav,one,mone
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1064z0.wav,we should try to save the whales,when is shell tried to see of e wils
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1066x0.wav,six,se sants
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k8o0.wav,women,lomen
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k7p0.wav,temptation,tan pacein
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k610.wav,he was really nice to us,he would really nice to us
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k5r0.wav,her veins pop out when she is mad,meamed my boutwon tes mad
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k6a0.wav,go inside and eat your dinner,tho wintided lete dee not
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k5z0.wav,don't leave so soon,ton't leave shill shum
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k690.wav,i thought i heard new voices,they taughte hor lo voices
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k3l0.wav,represents,appevence
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k5j0.wav,will you sing this song,i yousing your song
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k6i0.wav,the zebra entered the brush with care,the heeer intered the breshwith car
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k6u0.wav,shoe,two
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k740.wav,sour,tou war
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k650.wav,i have ice cream for you,id ave i fe for you
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k3h0.wav,push,push
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k030.wav,archrival,ar tricle
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k1r0.wav,hourly,ohly
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k210.wav,lethargic,lit torgit
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k2w0.wav,two four seven six three seven four,o for seven six the seven por
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k630.wav,that was an odd decision,that was a nod be sethim
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k1h0.wav,fragment,friden
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k6c0.wav,i'm ready to go home,im ready to go home
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k2g0.wav,musician,ogician
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k0i0.wav,cashflow,cashro
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k890.wav,unroll,an now
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k670.wav,the car went too fast,the corwent two fast
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k5h0.wav,she'll be ready very soon,hell be ready very soon
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k7f0.wav,studio,tothe ol
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k6g0.wav,my clothes are wet from the rain,make lovel wore low it rain
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k8e0.wav,vaulted,falket
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k500.wav,the flood took a car down the street,the fled tick epardol mis te
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k1w0.wav,join,join
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k260.wav,lure,youre
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k620.wav,eating blueberries gives you blue hands,he boed to yeu plu hims
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k080.wav,background,back ground
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k2v0.wav,two six nine zero two two zero,po shepes sine teroto wo sirol
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k350.wav,overalls,oh wer alls 
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k0x0.wav,dashboard,dash wor
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k170.wav,endure,nor
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k6b0.wav,search in between the couch cushions,loton witwin the colch pusions
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k7a0.wav,steakhouse,stayout
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k6z0.wav,smashed,math
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k5w0.wav,when will we go on vacation,menlily gone tacation
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k7u0.wav,three,to we
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k840.wav,truck,r
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k8t0.wav,yields,billge
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k2b0.wav,midnight,minight
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k0d0.wav,biology,he al gy
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k3a0.wav,payouts,pa out
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k1c0.wav,fancy,ancy
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k3q0.wav,scallywag,ballylade
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k640.wav,sir have you seen my coat,sor have tho seen my coat
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k6d0.wav,the flea chased the dog,ther lev taste ted og
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k8j0.wav,wavelet,lave net
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k7k0.wav,super,supar
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k680.wav,i'll rent an apartment tomorrow,alren in partment tomorrow
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k5y0.wav,he breathed a sigh of relief, 
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k0n0.wav,childhood,shioldhood
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k2l0.wav,nothing,nothing
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k1m0.wav,hawthorne,athor
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k6p0.wav,seven,he seven
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13k/ks13k600.wav,because my leg is sore i can't play,he case my legers ow i can't lay
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1047z0.wav,tourists,twor
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104890.wav,unroll,aneral
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1042w0.wav,two four seven six three seven four,two four tenn six threeson for
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104630.wav,that was an odd decision,ee nation
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1043f0.wav,points,point
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1041h0.wav,fragment,pragme
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1040i0.wav,cashflow,cash ol
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1042g0.wav,musician,is a hin
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1046c0.wav,i'm ready to go home,an waidy solho
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104500.wav,the flood took a car down the street,a e capen tet
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104760.wav,spoons,to
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104670.wav,the car went too fast,the courrent p
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1047f0.wav,studio,and tiri ol
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1045h0.wav,she'll be ready very soon,he'll be ready mased to
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1048e0.wav,vaulted,el ded
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1046g0.wav,my clothes are wet from the rain,my coldo main
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1040s0.wav,cooperate,wal pgreat
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104300.wav,obstacle,ut igo
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1041r0.wav,hourly,ourly
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104210.wav,lethargic,but dart
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104740.wav,sour,thowur
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1046u0.wav,shoe,sho
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104650.wav,i have ice cream for you,they ae lay fe buly
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1043h0.wav,push,buth
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1048o0.wav,women,women
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1045r0.wav,her veins pop out when she is mad,a bain pabolt wen she is math
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104610.wav,he was really nice to us,he wan relly mad 
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1047p0.wav,temptation,himtation
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1046a0.wav,go inside and eat your dinner,lleridin the idam
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1045z0.wav,don't leave so soon,bon't les so soot
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104690.wav,i thought i heard new voices,a bany heard oly
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1045j0.wav,will you sing this song,he
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1043l0.wav,represents,ut posent
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1046i0.wav,the zebra entered the brush with care,he pe bret antes e pressres care
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1047k0.wav,super,silper
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1048j0.wav,wavelet,glean went
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104640.wav,sir have you seen my coat,n yu see ma o
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1046d0.wav,the flea chased the dog,erle pi the dork
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104600.wav,because my leg is sore i can't play,because my lig is o i can't play
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1046p0.wav,seven,theten
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1045y0.wav,he breathed a sigh of relief,he ply esalet e plate
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104680.wav,i'll rent an apartment tomorrow,all rit tebutment morrol
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1042l0.wav,nothing,that tame
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1040n0.wav,childhood,cil tit
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1041m0.wav,hawthorne,hat tor
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1043q0.wav,scallywag,gavly lag
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1040d0.wav,biology,i al ocgee
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1042b0.wav,midnight,min night
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1043a0.wav,payouts,the ouc
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1047u0.wav,three,three
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104840.wav,truck,truck
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1045w0.wav,when will we go on vacation,when boly thory tation
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1048t0.wav,yields,he'll
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104080.wav,background,tat wol
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104620.wav,eating blueberries gives you blue hands,eading bo fay git to bull hand
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1041w0.wav,join,jolit
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104260.wav,lure,loer
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104170.wav,endure,in jier
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1040x0.wav,dashboard,bhas born
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1042v0.wav,two six nine zero two two zero,to tak nine therole to to therol
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks104350.wav,overalls,overall
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1047a0.wav,steakhouse,stay colt
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks104/ks1046z0.wav,smashed,he
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w8l0.wav,white,white
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w7m0.wav,swoop,swope
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w3i0.wav,ragtime,orag time
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w6r0.wav,sheepdog,sheaped au
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w710.wav,smoothly,smoothy
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w000.wav,advantage,advantage
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w1o0.wav,homemaking,hole making
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w0p0.wav,civilized,sivilized
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w2n0.wav,nuclear,nuclear
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w3s0.wav,scrapbook,scrapook
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w1e0.wav,five,i
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w3c0.wav,picture,picture
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w2d0.wav,mohawk,mahart
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w0f0.wav,boomerang,thoug erang
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w770.wav,springhill,the spring hill
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w7w0.wav,thrower,thrower
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w860.wav,two,two
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w0z0.wav,design,design
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w190.wav,ethnic,asnic
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w370.wav,page,page
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w1y0.wav,kingpin,king penn
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w280.wav,mcdonald,mcdonald
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w7c0.wav,stepfather,step father
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w8b0.wav,updated,update
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w1t0.wav,iceberg,ispurg
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w230.wav,logic,logic
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w050.wav,athlete,athlete
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w320.wav,offshore,afshore
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w0u0.wav,crenshaw,crin chal
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w140.wav,easier,easier
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w6w0.wav,singer,e singer
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w760.wav,spoons,spans
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w7r0.wav,thanks,thanks
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w0a0.wav,behind,he and
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w8g0.wav,wagging,wagging
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w7h0.wav,submit,sevement
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w0k0.wav,chair,chair
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w2i0.wav,napkin,napkin
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w1j0.wav,gumshoe,an shu
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0w/ksk0w3h0.wav,push,oh
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g0k0.wav,chair,chair
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g2i0.wav,napkin,napkin
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g3h0.wav,push,push
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g8g0.wav,wagging,weggin
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g7h0.wav,submit,summit
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g320.wav,offshore,of shore
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g0u0.wav,crenshaw,frind saw
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g140.wav,easier,hes thery
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g050.wav,athlete,athlete
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g1t0.wav,iceberg,i sperd
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g230.wav,logic,logic
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g6w0.wav,singer,singer
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g760.wav,spoons,spoons
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g7r0.wav,thanks,thank
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g810.wav,toyota,toyota
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g3n0.wav,royal,roal
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g0a0.wav,behind,behind
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g7m0.wav,swoop,
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g8l0.wav,white,white
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g3i0.wav,ragtime,rag time
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g6r0.wav,sheepdog,seaped dog
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g710.wav,smoothly,smothly
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g000.wav,advantage,edventage
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g1o0.wav,homemaking,home making
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g0p0.wav,civilized,civilized
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g2n0.wav,nuclear,nuclear
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk1g/ksk1g1e0.wav,five,five
